time,journal,doi_info,authors,key words,title,abstract
2024 Mar 20,ACS photonics,ACS Photonics. 2024 Feb 27;11(3):816-865. doi: 10.1021/acsphotonics.3c00457. ,"['Kuznetsov, Arseniy I', 'Brongersma, Mark L', 'Yao, Jin', 'Chen, Mu Ku', 'Levy, Uriel', 'Tsai, Din Ping', 'Zheludev, Nikolay I', 'Faraon, Andrei', 'Arbabi, Amir', 'Yu, Nanfang', 'Chanda, Debashis', 'Crozier, Kenneth B', 'Kildishev, Alexander V', 'Wang, Hao', 'Yang, Joel K W', 'Valentine, Jason G', 'Genevet, Patrice', 'Fan, Jonathan A', 'Miller, Owen D', 'Majumdar, Arka', 'Fröch, Johannes E', 'Brady, David', 'Heide, Felix', 'Veeraraghavan, Ashok', 'Engheta, Nader', 'Alù, Andrea', 'Polman, Albert', 'Atwater, Harry A', 'Thureja, Prachi', 'Paniagua-Dominguez, Ramon', 'Ha, Son Tung', 'Barreda, Angela I', 'Schuller, Jon A', 'Staude, Isabelle', 'Grinblat, Gustavo', 'Kivshar, Yuri', 'Peana, Samuel', 'Yelin, Susanne F', 'Senichev, Alexander', 'Shalaev, Vladimir M', 'Saha, Soham', 'Boltasseva, Alexandra', 'Rho, Junsuk', 'Oh, Dong Kyo', 'Kim, Joohoon', 'Park, Junghyun', 'Devlin, Robert', 'Pala, Ragip A']",[],Roadmap for Optical Metasurfaces.,"Metasurfaces have recently risen to prominence in optical research, providing unique functionalities that can be used for imaging, beam forming, holography, polarimetry, and many more, while keeping device dimensions small. Despite the fact that a vast range of basic metasurface designs has already been thoroughly studied in the literature, the number of metasurface-related papers is still growing at a rapid pace, as metasurface research is now spreading to adjacent fields, including computational imaging, augmented and virtual reality, automotive, display, biosensing, nonlinear, quantum and topological optics, optical computing, and more. At the same time, the ability of metasurfaces to perform optical functions in much more compact optical systems has triggered strong and constantly growing interest from various industries that greatly benefit from the availability of miniaturized, highly functional, and efficient optical components that can be integrated in optoelectronic systems at low cost. This creates a truly unique opportunity for the field of metasurfaces to make both a scientific and an industrial impact. The goal of this Roadmap is to mark this ""golden age"" of metasurface research and define future directions to encourage scientists and engineers to drive research and development in the field of metasurfaces toward both scientific excellence and broad industrial adoption."
2024 Feb 20,Nature communications,Nat Commun. 2024 Feb 20;15(1):1525. doi: 10.1038/s41467-024-45982-w.,"['Hu, Jingtian', 'Mengu, Deniz', 'Tzarouchis, Dimitrios C', 'Edwards, Brian', 'Engheta, Nader', 'Ozcan, Aydogan']",[],Diffractive optical computing in free space.,"Structured optical materials create new computing paradigms using photons, with transformative impact on various fields, including machine learning, computer vision, imaging, telecommunications, and sensing. This Perspective sheds light on the potential of free-space optical systems based on engineered surfaces for advancing optical computing. Manipulating light in unprecedented ways, emerging structured surfaces enable all-optical implementation of various mathematical functions and machine learning tasks. Diffractive networks, in particular, bring deep-learning principles into the design and operation of free-space optical systems to create new functionalities. Metasurfaces consisting of deeply subwavelength units are achieving exotic optical responses that provide independent control over different properties of light and can bring major advances in computational throughput and data-transfer bandwidth of free-space optical processors. Unlike integrated photonics-based optoelectronic systems that demand preprocessed inputs, free-space optical processors have direct access to all the optical degrees of freedom that carry information about an input scene/object without needing digital recovery or preprocessing of information. To realize the full potential of free-space optical computing architectures, diffractive surfaces and metasurfaces need to advance symbiotically and co-evolve in their designs, 3D fabrication/integration, cascadability, and computing accuracy to serve the needs of next-generation machine vision, computational imaging, mathematical computing, and telecommunication technologies."
2023 Aug,"Advanced materials (Deerfield Beach, Fla.)",Adv Mater. 2023 Aug;35(34):e2306073. doi: 10.1002/adma.202306073.,"['Valev, Ventsislav K', 'Engheta, Nader', 'Pendry, John B']",[],Photonic Nanomaterials are Lighting the Way.,
2023 May 12,Physical review letters,Phys Rev Lett. 2023 May 12;130(19):196901. doi: 10.1103/PhysRevLett.130.196901.,"['Gong, Tao', 'Liberal, Iñigo', 'Spreng, Benjamin', 'Camacho, Miguel', 'Engheta, Nader', 'Munday, Jeremy N']",[],Effect of Epsilon-Near-Zero Modes on the Casimir Interaction between Ultrathin Films.,"Vacuum fluctuation-induced interactions between macroscopic metallic objects result in an attractive force between them, a phenomenon known as the Casimir effect. This force is the result of both plasmonic and photonic modes. For very thin films, field penetration through the films will modify the allowed modes. Here, we theoretically investigate the Casimir interaction between ultrathin films from the perspective of force distribution over real frequencies for the first time. Pronounced repulsive contributions to the force are found due to the highly confined and nearly dispersion-free epsilon-near-zero (ENZ) modes that only exist in ultrathin films. These contributions persistently occur around the ENZ frequency of the film irrespective of the interfilm separation. We further associate the ENZ modes with a striking thickness dependence of a proposed figure of merit (FOM) for conductive thin films, suggesting that the motion of objects induced by Casimir interactions is boosted for deeply nanoscale sizes. Our results shed light on the correlation between special electromagnetic modes and the vacuum fluctuation-induced force as well as the resulting mechanical properties of ultrathin ENZ materials, which may create new opportunities for engineering the motion of ultrasmall objects in nanomechanical systems."
2023 Aug,"Advanced materials (Deerfield Beach, Fla.)",Adv Mater. 2023 Aug;35(33):e2301323. doi: 10.1002/adma.202301323. Epub 2023 Jul ,"['Cai, Yi-Yu', 'Fallah, Asma', 'Yang, Shengsong', 'Choi, Yun Chang', 'Xu, Jun', 'Stein, Aaron', 'Kikkawa, James M', 'Murray, Christopher B', 'Engheta, Nader', 'Kagan, Cherie R']","['fano resonance', 'metamolecules', 'nanoparticle assemblies', 'optical magnetic resonance', 'plasmonics']","Open and Close-Packed, Shape-Engineered Polygonal Nanoparticle Metamolecules with Tailorable Fano Resonances.","A top-down lithographic patterning and deposition process is reported for producing nanoparticles (NPs) with well-defined sizes, shapes, and compositions that are often not accessible by wet-chemical synthetic methods. These NPs are ligated and harvested from the substrate surface to prepare colloidal NP dispersions. Using a template-assisted assembly technique, fabricated NPs are driven by capillary forces to assemble into size- and shape-engineered templates and organize into open or close-packed multi-NP structures or NP metamolecules. The sizes and shapes of the NPs and of the templates control the NP number, coordination, interparticle gap size, disorder, and location of defects such as voids in the NP metamolecules. The plasmonic resonances of polygonal-shaped Au NPs are exploited to correlate the structure and optical properties of assembled NP metamolecules. Comparing open and close-packed architectures highlights that introduction of a center NP to form close-packed assemblies supports collective interactions, altering magnetic optical modes and multipolar interactions in Fano resonances. Decreasing the distance between NPs strengthens the plasmonic coupling, and the structural symmetries of the NP metamolecules determine the orientation-dependent scattering response."
2023 Mar 24,"Science (New York, N.Y.)",Science. 2023 Mar 24;379(6638):1190-1191. doi: 10.1126/science.adf1094. Epub 2023 ,"['Engheta, Nader']",[],Four-dimensional optics using time-varying metamaterials.,Optical platforms using material parameters that change with time have diverse applications.
2023 Apr,Nature nanotechnology,Nat Nanotechnol. 2023 Apr;18(4):365-372. doi: 10.1038/s41565-022-01297-9. Epub ,"['Cordaro, Andrea', 'Edwards, Brian', 'Nikkhah, Vahid', 'Alù, Andrea', 'Engheta, Nader', 'Polman, Albert']",[],Solving integral equations in free space with inverse-designed ultrathin optical metagratings.,"As standard microelectronic technology approaches fundamental limitations in speed and power consumption, novel computing strategies are strongly needed. Analogue optical computing enables the processing of large amounts of data at a negligible energy cost and high speeds. Based on these principles, ultrathin optical metasurfaces have been recently explored to process large images in real time, in particular for edge detection. By incorporating feedback, it has also recently been shown that metamaterials can be tailored to solve complex mathematical problems in the analogue domain, although these efforts have so far been limited to guided-wave systems and bulky set-ups. Here, we present an ultrathin Si metasurface-based platform for analogue computing that is able to solve Fredholm integral equations of the second kind using free-space visible radiation. A Si-based metagrating was inverse-designed to implement the scattering matrix synthesizing a prescribed kernel corresponding to the mathematical problem of interest. Next, a semitransparent mirror was incorporated into the sample to provide adequate feedback and thus perform the required Neumann series, solving the corresponding equation in the analogue domain at the speed of light. Visible wavelength operation enables a highly compact, ultrathin device that can be interrogated from free space, implying high processing speeds and the possibility of on-chip integration."
2022 Sep 7,"Light, science & applications",Light Sci Appl. 2022 Sep 7;11(1):263. doi: 10.1038/s41377-022-00950-1.,"['Tzarouchis, Dimitrios C', 'Mencagli, Mario Junior', 'Edwards, Brian', 'Engheta, Nader']",[],Mathematical operations and equation solving with reconfigurable metadevices.,"Performing analog computations with metastructures is an emerging wave-based paradigm for solving mathematical problems. For such devices, one major challenge is their reconfigurability, especially without the need for a priori mathematical computations or computationally-intensive optimization. Their equation-solving capabilities are applied only to matrices with special spectral (eigenvalue) distribution. Here we report the theory and design of wave-based metastructures using tunable elements capable of solving integral/differential equations in a fully-reconfigurable fashion. We consider two architectures: the Miller architecture, which requires the singular-value decomposition, and an alternative intuitive direct-complex-matrix (DCM) architecture introduced here, which does not require a priori mathematical decomposition. As examples, we demonstrate, using system-level simulation tools, the solutions of integral and differential equations. We then expand the matrix inverting capabilities of both architectures toward evaluating the generalized Moore-Penrose matrix inversion. Therefore, we provide evidence that metadevices can implement generalized matrix inversions and act as the basis for the gradient descent method for solutions to a wide variety of problems. Finally, a general upper bound of the solution convergence time reveals the rich potential that such metadevices can offer for stationary iterative schemes."
2022 Aug 12,Nature communications,Nat Commun. 2022 Aug 12;13(1):4747. doi: 10.1038/s41467-022-32187-2.,"['Li, Hao', 'Zhou, Ziheng', 'Sun, Wangyu', 'Lobet, Michaël', 'Engheta, Nader', 'Liberal, Iñigo', 'Li, Yue']",[],Direct observation of ideal electromagnetic fluids.,"Near-zero-index (NZI) media have been theoretically identified as media where electromagnetic radiations behave like ideal electromagnetic fluids. Within NZI media, the electromagnetic power flow obeys equations similar to those of motion for the velocity field in an ideal fluid, so that optical turbulence is intrinsically inhibited. Here, we experimentally observe the electromagnetic power flow distribution of such an ideal electromagnetic fluid propagating within a cutoff waveguide by a semi-analytical reconstruction technique. This technique provides direct proof of the inhibition of electromagnetic vorticity at the NZI frequency, even in the presence of complex obstacles and topological changes in the waveguide. Phase uniformity and spatially-static field distributions, essential characteristics of NZI materials, are also observed. Measurement of the same structure outside the NZI frequency range reveals existence of vortices in the power flow, as expected for conventional optical systems. Therefore, our results provide an important step forward in the development of ideal electromagnetic fluids, and introduce a tool to explore the subwavelength behavior of NZI media including fully vectorial and phase information."
2022 Jul 6,"Light, science & applications",Light Sci Appl. 2022 Jul 6;11(1):207. doi: 10.1038/s41377-022-00892-8.,"['Zhou, Ziheng', 'Li, Hao', 'Sun, Wangyu', 'He, Yijing', 'Liberal, Iñigo', 'Engheta, Nader', 'Feng, Zhenghe', 'Li, Yue']",[],Dispersion coding of ENZ media via multiple photonic dopants.,"Epsilon-near-zero (ENZ) media are opening up exciting opportunities to observe exotic wave phenomena. In this work, we demonstrate that the ENZ medium comprising multiple dielectric photonic dopants would yield a comb-like dispersion of the effective permeability, with each magnetic resonance dominated by one specific dopant. Furthermore, at multiple frequencies of interest, the resonant supercouplings appearing or not can be controlled discretely via whether corresponding dopants are assigned or not. Importantly, the multiple dopants in the ENZ host at their magnetic resonances are demonstrated to be independent. Based on this platform, the concept of dispersion coding is proposed, where photonic dopants serve as ""bits"" to program the spectral response of the whole composite medium. As a proof of concept, a compact multi-doped ENZ cavity is fabricated and experimentally characterized, whose transmission spectrum is manifested as a multi-bit reconfigurable frequency comb. The dispersion coding is demonstrated to fuel a batch of innovative applications including dynamically tunable comb-like dispersion profiled filters, radio-frequency identification tags, etc."
